;Players;Values
21;Max Gradel;7,00 Mio. €  
22;Jimmy Durmaz;2,00 Mio. €  
23;Firmin Mubele;6,00 Mio. €  
24;Andy Delort;4,00 Mio. €  
25;Corentin Jean;2,50 Mio. €  
26;Yaya Sanogo;2,00 Mio. €  
27;Ola Toivonen;1,50 Mio. €  
0;Mathieu Michel;2,00 Mio. €  
1;Alexandre Letellier;1,00 Mio. €  
2;Ludovic Butelle;500 Tsd. €  
3;Anthony Mandréa;100 Tsd. €  
4;Romain Thomas;3,50 Mio. €  
5;Ismaël Traoré;1,50 Mio. €  
6;Mateo Pavlovic;1,25 Mio. €  
7;Mehdi Tahrat;700 Tsd. €  
8;Yoann Andreu;1,75 Mio. €  
9;Saliou Ciss;800 Tsd. €  
10;Rayan Aït Nouri; 
11;Vincent Manceau;2,00 Mio. €  
12;Abdoulaye Bamba;1,00 Mio. €  
13;Maxime Sivis; 
14;Baptiste Santamaria;3,00 Mio. €  
15;Prince Oniangué;1,50 Mio. €  
16;Thomas Mangani;3,50 Mio. €  
17;Angelo Fulgini;3,50 Mio. €  
18;Jeff Reine-Adélaïde;3,00 Mio. €  
19;Lassana Coulibaly;1,25 Mio. €  
20;Loïc Puyo;900 Tsd. €  
21;Pierrick Capelle;1,00 Mio. €  
22;Flavien Tait;5,00 Mio. €  
23;Thomas Touré;1,50 Mio. €  
24;Youcef Belaïli;700 Tsd. €  
25;Karl Toko Ekambi;18,00 Mio. €  
26;Enzo Crivelli;4,00 Mio. €  
27;Billy Ketkeophomphone;2,00 Mio. €  
28;Baptiste Guillaume;2,00 Mio. €  
29;Gilles Sunu;1,50 Mio. €  
30;Goran Karanovic;500 Tsd. €  
31;Férébory Doré;400 Tsd. €  
32;Wilfried Kanga;200 Tsd. €  
0;Régis Gurtner;3,00 Mio. €  
1;Jean-Christophe Bouet;200 Tsd. €  
2;Raphaël Adiceam;150 Tsd. €  
3;Gauthier Banaziak; 
4;Bakaye Dibassy;4,00 Mio. €  
5;Prince Gouano;3,00 Mio. €  
6;Danilo Avelar;1,50 Mio. €  
7;Khaled Adénon;500 Tsd. €  
8;Julien Ielsch;250 Tsd. €  
9;Oualid El Hajjam;1,00 Mio. €  
10;Issa Cissokho;500 Tsd. €  
11;Thomas Monconduit;3,00 Mio. €  
12;Mathieu Bodmer;500 Tsd. €  
13;Guy N'Gosso;250 Tsd. €  
14;Sekou Baradji;200 Tsd. €  
15;Tanguy Ndombélé;25,00 Mio. €  
16;Bongani Zungu;3,50 Mio. €  
17;Guessouma Fofana;800 Tsd. €  
18;Madih Talal;150 Tsd. €  
19;Emmanuel Bourgaud;600 Tsd. €  
20;Georges Gope-Fenepej;300 Tsd. €  
21;Gaël Kakuta;6,00 Mio. €  
22;Nathan;1,00 Mio. €  
23;Charly Charrier;500 Tsd. €  
24;Matheus Cassini;400 Tsd. €  
25;Stiven Mendoza;1,25 Mio. €  
26;Jean-Luc Dompé;750 Tsd. €  
27;Harrison Manzala;1,50 Mio. €  
28;Serge Gakpé;900 Tsd. €  
29;Quentin Cornette;300 Tsd. €  
30;Moussa Konaté;6,00 Mio. €  
31;Lacina Traore;2,50 Mio. €  
32;Bachibou Koita;200 Tsd. €  
33;Brighton Labeau;150 Tsd. €  
0;Baptiste Reynet;5,00 Mio. €  
1;Benjamin Leroy;700 Tsd. €  
2;Bobby Allain;100 Tsd. €  
3;Papy Djilobodji;5,50 Mio. €  
4;Cédric Yambéré;2,50 Mio. €  
5;Wesley Lautoa;2,00 Mio. €  
6;Ádám Lang;1,25 Mio. €  
7;Cédric Varrault;250 Tsd. €  
8;Théo Barbet; 
9;Oussama Haddadi;3,00 Mio. €  
10;Arnold Bouka Moutou;800 Tsd. €  
11;Valentin Rosier;4,50 Mio. €  
12;Fouad Chafik;1,50 Mio. €  
13;Vincent Rüfli;900 Tsd. €  
14;Erwan Maury;200 Tsd. €  
15;Eden Massouema;150 Tsd. €  
16;Corentin Faussot; 
17;Xeka;5,50 Mio. €  
18;Romain Amalfitano;2,00 Mio. €  
19;Mehdi Abeid;1,75 Mio. €  
20;Jordan Marié;1,25 Mio. €  
21;Enzo Loiodice;500 Tsd. €  
22;Jessy Benet;300 Tsd. €  
23;Florent Balmont;250 Tsd. €  
24;Frédéric Sammaritano;1,00 Mio. €  
25;Dylan Bahamboula;600 Tsd. €  
26;Adrián Sahibeddine; 
27;Samuel Robert; 
28;Naïm Sliti;7,00 Mio. €  
29;Chang-hoon Kwon;7,50 Mio. €  
30;Wesley Saïd;6,00 Mio. €  
31;Julio Tavarès;5,00 Mio. €  
32;Benjamin Jeannot;2,50 Mio. €  
33;Mamadou Thiam;800 Tsd. €  
34;Clément Billemaz; 
0;Thomas Didillon;2,50 Mio. €  
1;Quentin Beunardeau;350 Tsd. €  
2;Eiji Kawashima;250 Tsd. €  
3;Calvin Haïdara; 
4;Moussa Niakhaté;5,00 Mio. €  
5;Simon Falette;4,00 Mio. €  
6;Philipp Wollscheid;2,50 Mio. €  
7;Fallou Diagne;1,50 Mio. €  
8;Jonathan Rivierez;800 Tsd. €  
9;Vahid Selimovic;600 Tsd. €  
10;Milan Bisevac;500 Tsd. €  
11;Bilal Hadraoui; 
12;Vincent Peugnet; 
13;Julian Palmieri;1,50 Mio. €  
14;Benoît Assou-Ekotto;1,00 Mio. €  
15;Matthieu Udol;400 Tsd. €  
16;Nicolas Basin; 
17;Lemouya Goudiaby; 
18;Dylan Lempereur; 
19;Iván Balliu;1,00 Mio. €  
20;Théodore Efouba Ayissi;150 Tsd. €  
21;Gerónimo Poblete;1,50 Mio. €  
22;Chris Philipps;1,25 Mio. €  
23;Georges Mandjeck;1,00 Mio. €  
24;Cafú;1,00 Mio. €  
25;Renaud Cohade;1,00 Mio. €  
26;Alexis Larriere;150 Tsd. €  
27;Yann Jouffre;1,00 Mio. €  
28;Lilian Fournier; 
29;Youssef Maziz; 
30;Vincent Thill;3,00 Mio. €  
31;Danijel Milicevic;1,30 Mio. €  
32;Florent Mollet;1,25 Mio. €  
33;Opa Nguette;2,00 Mio. €  
34;Mathieu Dossevi;3,50 Mio. €  
35;Ablie Jallow;700 Tsd. €  
36;Gauthier Hein;600 Tsd. €  
37;Farid Boulaya;400 Tsd. €  
38;Richard Sila; 
39;Nolan Roux;3,50 Mio. €  
40;Brian Fernández;1,50 Mio. €  
41;Habib Diallo;1,50 Mio. €  
42;Ibrahima Niane;1,50 Mio. €  
43;Emmanuel Rivière;1,50 Mio. €  
0;Mamadou Samassa;2,50 Mio. €  
1;Erwin Zelazny;500 Tsd. €  
2;Yehvann Diouf;150 Tsd. €  
3;Christophe Hérelle;6,00 Mio. €  
4;Jimmy Giraudon;1,00 Mio. €  
5;Gabriel;600 Tsd. €  
6;Oswaldo Vizcarrondo;500 Tsd. €  
7;Charles Traoré;2,00 Mio. €  
8;Johann Obiang;900 Tsd. €  
9;Mathieu Deplagne;1,25 Mio. €  
10;Jérémy Cordoval;1,00 Mio. €  
11;Khamis Digol;150 Tsd. €  
12;François Bellugou;1,50 Mio. €  
13;Aloïs Confais;900 Tsd. €  
14;Rémi Walter;3,00 Mio. €  
15;Karim Azamoum;1,50 Mio. €  
16;Tristan Dingomé;1,00 Mio. €  
17;Warren Tchimbembé; 
18;Bryan Pelé;1,00 Mio. €  
19;Stéphane Darbion;500 Tsd. €  
20;Saîf-Eddine Khaoui;5,00 Mio. €  
21;Chaouki Ben Saada;500 Tsd. €  
22;Benjamin Nivet;250 Tsd. €  
23;Samuel Grandsir;5,00 Mio. €  
24;Bryan Mbeumo;300 Tsd. €  
25;Hyun-jun Suk;3,50 Mio. €  
26;Adama Niane;3,00 Mio. €  
27;Jonathan Tinhan;900 Tsd. €  
28;Raphaël Cacérès;500 Tsd. €  
29;Mamadou Sissako;150 Tsd. €  
