;Players;Values
30;Marc Cardona;1,50 Mio. €  
31;Nano Mesa;600 Tsd. €  
0;Aleksandar Jovanovic;1,00 Mio. €  
1;Axel Werner;600 Tsd. €  
2;Javi Varas;300 Tsd. €  
3;Roberto Santamaría;300 Tsd. €  
4;Antonio Valera;200 Tsd. €  
5;Ander Bardají;100 Tsd. €  
6;Jorge Pulido;3,00 Mio. €  
7;Xabi Etxeita;2,00 Mio. €  
8;Rúben Semedo;2,00 Mio. €  
9;Pablo Insua;1,50 Mio. €  
10;Martín Mantovani;400 Tsd. €  
11;Adrián Diéguez;300 Tsd. €  
12;Nacho Uche; 
13;Javi Galán;1,50 Mio. €  
14;Luisinho;500 Tsd. €  
15;Rajko Brezancic;400 Tsd. €  
16;Jorge Miramón;3,00 Mio. €  
17;Carlos Akapo;800 Tsd. €  
18;Javier Almerge; 
19;Damián Musto;1,20 Mio. €  
20;Gonzalo Melero;4,00 Mio. €  
21;Christian Rivera;2,50 Mio. €  
22;Yangel Herrera;2,00 Mio. €  
23;Lluis Sastre;300 Tsd. €  
24;Juan Aguilera;300 Tsd. €  
25;Javito; 
26;Juanpi Añor;2,00 Mio. €  
27;Eugeni Valderrama;1,50 Mio. €  
28;Juanjo Camacho;100 Tsd. €  
29;Moi Gómez;5,00 Mio. €  
30;Álex Gallar;1,40 Mio. €  
31;David Ferreiro;1,80 Mio. €  
32;Serdar Gürler;1,50 Mio. €  
33;Jonathan Toro;400 Tsd. €  
34;Cucho Hernández;10,00 Mio. €  
35;Chimy Ávila;5,00 Mio. €  
36;Enric Gallego;3,00 Mio. €  
37;Samuele Longo;1,00 Mio. €  
38;Dani Escriche;500 Tsd. €  
0;Stole Dimitrievski;3,00 Mio. €  
1;Alberto García;500 Tsd. €  
2;Miguel Ángel Morro; 
3;Jordi Amat;3,00 Mio. €  
4;Abdoulaye Ba;2,50 Mio. €  
5;Emiliano Velázquez;1,50 Mio. €  
6;Alejandro Gálvez;1,50 Mio. €  
7;José León;400 Tsd. €  
8;Alejandro Catena;400 Tsd. €  
9;Chechu Dorado;200 Tsd. €  
10;Martín Pascual; 
11;Álex Moreno;12,00 Mio. €  
12;Sergio Akieme;300 Tsd. €  
13;Luis Alberto Meseguer; 
14;Luis Advíncula;3,00 Mio. €  
15;Tito;500 Tsd. €  
16;Giannelli Imbula;5,00 Mio. €  
17;Uche Agbo;3,00 Mio. €  
18;Mario Suárez;2,00 Mio. €  
19;Santi Comesaña;4,00 Mio. €  
20;Álvaro Medrán;1,80 Mio. €  
21;Gorka Elustondo;400 Tsd. €  
22;Manuel Navarro; 
23;Ángel Algobia; 
24;José Pozo;3,00 Mio. €  
25;Óscar Trejo;2,00 Mio. €  
26;Gaël Kakuta;2,00 Mio. €  
27;Álvaro García;5,00 Mio. €  
28;Bebé;2,00 Mio. €  
29;Adrián Embarba;4,00 Mio. €  
30;Lass Bangoura;700 Tsd. €  
31;Raúl de Tomás;20,00 Mio. €  
32;Franco Di Santo;2,00 Mio. €  
33;Alex Alegría;800 Tsd. €  
34;Javi Guerra;200 Tsd. €  
35;Sergio Moreno; 
0;Bono;5,00 Mio. €  
1;José Aurelio Suárez;250 Tsd. €  
2;Gorka Iraizoz;200 Tsd. €  
3;Marc Vito;150 Tsd. €  
4;Juanpe;7,00 Mio. €  
5;Bernardo Espinosa;6,00 Mio. €  
6;Jonás Ramalho;3,00 Mio. €  
7;Marc Muniesa;3,00 Mio. €  
8;Pedro Alcalá;800 Tsd. €  
9;Johan Mojica;3,00 Mio. €  
10;Aday;1,50 Mio. €  
11;Raúl Carnero;1,00 Mio. €  
12;Carles Planas;800 Tsd. €  
13;Pedro Porro;10,00 Mio. €  
14;Pere Pons;4,00 Mio. €  
15;David Timor;1,50 Mio. €  
16;Álex Granell;5,00 Mio. €  
17;Aleix García;3,00 Mio. €  
18;Douglas Luiz;2,50 Mio. €  
19;Seung-ho Paik;300 Tsd. €  
20;Èric Montes;300 Tsd. €  
21;Borja García;7,00 Mio. €  
22;Jairo Izquierdo;800 Tsd. €  
23;Yhoan Andzouana;250 Tsd. €  
24;Portu;10,00 Mio. €  
25;Patrick Roberts;5,00 Mio. €  
26;Valery Fernández;5,00 Mio. €  
27;Sebas Coris;500 Tsd. €  
28;Cristhian Stuani;7,00 Mio. €  
29;Choco Lozano;1,50 Mio. €  
30;Seydou Doumbia;1,50 Mio. €  
31;Kévin Soni;300 Tsd. €  
32;Álex Pachón;100 Tsd. €  
0;Manuel Neuer;18,00 Mio. €  
1;Sven Ulreich;4,50 Mio. €  
2;Christian Früchtl;500 Tsd. €  
3;Ron-Thorben Hoffmann;200 Tsd. €  
4;Niklas Süle;60,00 Mio. €  
5;David Alaba;55,00 Mio. €  
6;Mats Hummels;35,00 Mio. €  
7;Jérôme Boateng;20,00 Mio. €  
8;Marco Friedl;2,50 Mio. €  
9;Lars Lukas Mai;600 Tsd. €  
10;Juan Bernat;15,00 Mio. €  
11;Alphonso Davies;10,00 Mio. €  
12;Jonathan Meier;100 Tsd. €  
13;Rafinha;3,00 Mio. €  
14;Joshua Kimmich;70,00 Mio. €  
15;Javi Martínez;27,00 Mio. €  
16;Sebastian Rudy;9,00 Mio. €  
17;Paul Will;125 Tsd. €  
18;Thiago;70,00 Mio. €  
19;Leon Goretzka;50,00 Mio. €  
20;Corentin Tolisso;40,00 Mio. €  
21;Renato Sanches;18,00 Mio. €  
22;James Rodríguez;50,00 Mio. €  
23;Meritan Shabani;350 Tsd. €  
24;Kingsley Coman;50,00 Mio. €  
25;Franck Ribéry;4,00 Mio. €  
26;Serge Gnabry;60,00 Mio. €  
27;Arjen Robben;4,00 Mio. €  
28;Woo-yeong Jeong;2,00 Mio. €  
29;Thomas Müller;35,00 Mio. €  
30;Robert Lewandowski;65,00 Mio. €  
31;Sandro Wagner;6,00 Mio. €  
0;Roman Bürki;14,00 Mio. €  
1;Marwin Hitz;2,50 Mio. €  
2;Eric Oelschlägel;300 Tsd. €  
3;Luca Unbehaun; 
4;Manuel Akanji;40,00 Mio. €  
5;Abdou Diallo;35,00 Mio. €  
6;Dan-Axel Zagadou;28,00 Mio. €  
7;Leonardo Balerdi;14,00 Mio. €  
8;Ömer Toprak;5,00 Mio. €  
9;Amos Pieper;450 Tsd. €  
10;Marcel Schmelzer;2,50 Mio. €  
11;Jeremy Toljan;3,00 Mio. €  
12;Lukasz Piszczek;3,00 Mio. €  
13;Felix Passlack;1,50 Mio. €  
14;Axel Witsel;32,00 Mio. €  
15;Julian Weigl;25,00 Mio. €  
16;Dzenis Burnic;1,00 Mio. €  
17;Thomas Delaney;27,00 Mio. €  
18;Mahmoud Dahoud;14,00 Mio. €  
19;Sebastian Rode;3,00 Mio. €  
20;Achraf Hakimi;30,00 Mio. €  
21;Raphaël Guerreiro;25,00 Mio. €  
22;Marco Reus;50,00 Mio. €  
23;Mario Götze;25,00 Mio. €  
24;Shinji Kagawa;6,00 Mio. €  
25;Sergio Gómez;3,00 Mio. €  
26;Christian Pulisic;60,00 Mio. €  
27;Jacob Bruun Larsen;15,00 Mio. €  
28;André Schürrle;12,00 Mio. €  
29;Jadon Sancho;100,00 Mio. €  
30;Marius Wolf;8,00 Mio. €  
31;Maximilian Philipp;13,00 Mio. €  
32;Paco Alcácer;37,00 Mio. €  
33;Alexander Isak;8,00 Mio. €  
0;Péter Gulácsi;12,00 Mio. €  
1;Yvon Mvogo;3,00 Mio. €  
2;Marius Müller;500 Tsd. €  
3;Julian Krahl;200 Tsd. €  
4;Ibrahima Konaté;45,00 Mio. €  
5;Dayot Upamecano;30,00 Mio. €  
6;Lukas Klostermann;30,00 Mio. €  
7;Willi Orban;20,00 Mio. €  
8;Atinc Nukan;500 Tsd. €  
9;Marcel Halstenberg;22,00 Mio. €  
10;Marcelo Saracchi;10,00 Mio. €  
11;Nordi Mukiele;15,00 Mio. €  
12;Diego Demme;17,00 Mio. €  
13;Tyler Adams;13,00 Mio. €  
14;Stefan Ilsanker;4,50 Mio. €  
15;Niclas Stierlin;400 Tsd. €  
16;Tom Krauß; 
17;Max Winter; 
18;Kevin Kampl;22,00 Mio. €  
19;Amadou Haidara;20,00 Mio. €  
20;Konrad Laimer;17,00 Mio. €  
21;Emile Smith Rowe;4,00 Mio. €  
22;Erik Majetschak;200 Tsd. €  
23;Emil Forsberg;25,00 Mio. €  
24;Bruma;10,00 Mio. €  
25;Marcel Sabitzer;25,00 Mio. €  
26;Massimo Bruno;1,70 Mio. €  
27;Oliver Bias; 
28;Fabrice Hartmann; 
29;Lukas Krüger; 
30;Matheus Cunha;15,00 Mio. €  
31;Timo Werner;65,00 Mio. €  
32;Yussuf Poulsen;35,00 Mio. €  
33;Jean-Kévin Augustin;16,00 Mio. €  
0;Lukas Hradecky;8,00 Mio. €  
1;Ramazan Özcan;300 Tsd. €  
2;Tomasz Kucz;250 Tsd. €  
3;Niklas Lomb;250 Tsd. €  
4;Thorsten Kirschbaum;200 Tsd. €  
5;Jonathan Tah;40,00 Mio. €  
6;Panagiotis Retsos;13,00 Mio. €  
7;Sven Bender;9,00 Mio. €  
8;Aleksandar Dragovic;9,00 Mio. €  
9;Tin Jedvaj;7,50 Mio. €  
10;Jan Boller;200 Tsd. €  
11;Wendell;20,00 Mio. €  
12;Benjamin Henrichs;15,00 Mio. €  
13;Mitchell Weiser;14,00 Mio. €  
14;Lars Bender;9,00 Mio. €  
15;Julian Baumgartlinger;3,50 Mio. €  
16;Adrian Stanilewicz;50 Tsd. €  
17;Charles Aránguiz;15,00 Mio. €  
18;Dominik Kohr;4,00 Mio. €  
19;Kai Havertz;90,00 Mio. €  
20;Julian Brandt;50,00 Mio. €  
21;Sam Schreck;400 Tsd. €  
22;Paulinho;15,00 Mio. €  
23;Herdi Bukusu; 
24;Leon Bailey;40,00 Mio. €  
25;Karim Bellarabi;15,00 Mio. €  
26;Jakub Bednarczyk;250 Tsd. €  
27;Kevin Volland;30,00 Mio. €  
28;Lucas Alario;17,00 Mio. €  
29;Isaac Kiese Thelin;2,50 Mio. €  
30;Joel Pohjanpalo;1,00 Mio. €  
0;Oliver Baumann;8,00 Mio. €  
1;Gregor Kobel;6,00 Mio. €  
2;Alexander Stolz;100 Tsd. €  
3;Kevin Vogt;12,00 Mio. €  
4;Kasim Adams;7,00 Mio. €  
5;Benjamin Hübner;7,00 Mio. €  
6;Kevin Akpoguma;6,50 Mio. €  
7;Stefan Posch;5,50 Mio. €  
8;Havard Nordtveit;4,00 Mio. €  
9;Ermin Bicakcic;4,00 Mio. €  
10;Lucas Ribeiro;3,00 Mio. €  
11;Justin Hoogma;2,50 Mio. €  
12;Moody Chana;75 Tsd. €  
13;Nico Schulz;25,00 Mio. €  
14;Pavel Kaderabek;20,00 Mio. €  
15;Joshua Brenet;4,50 Mio. €  
16;Alfons Amade;350 Tsd. €  
17;Kerem Demirbay;32,00 Mio. €  
18;Florian Grillitsch;22,00 Mio. €  
19;Dennis Geiger;8,50 Mio. €  
20;Lukas Rupp;2,50 Mio. €  
21;Steven Zuber;7,00 Mio. €  
22;Philipp Ochs;600 Tsd. €  
23;Nadiem Amiri;17,00 Mio. €  
24;Leonardo Bittencourt;7,00 Mio. €  
25;Robert Zulj;1,50 Mio. €  
26;Christoph Baumgartner;500 Tsd. €  
27;Vincenzo Grifo;9,00 Mio. €  
28;Felipe Pires;1,50 Mio. €  
29;Robin Hack;500 Tsd. €  
30;Reiss Nelson;17,00 Mio. €  
31;Nicolas Wähling;100 Tsd. €  
32;Andrej Kramaric;38,00 Mio. €  
33;Joelinton;35,00 Mio. €  
34;Ishak Belfodil;15,00 Mio. €  
35;Ádám Szalai;3,00 Mio. €  
36;Antonio Colak;2,00 Mio. €  
37;David Otto;1,00 Mio. €  
0;Rune Jarstein;2,00 Mio. €  
1;Thomas Kraft;750 Tsd. €  
2;Marius Gersbeck;350 Tsd. €  
3;Dennis Smarsch;200 Tsd. €  
4;Jonathan Klinsmann;150 Tsd. €  
5;Niklas Stark;20,00 Mio. €  
6;Karim Rekik;15,00 Mio. €  
7;Jordan Torunarigha;10,00 Mio. €  
8;Derrick Luckassen;3,00 Mio. €  
9;Fabian Lustenberger;2,50 Mio. €  
10;Florian Baak;400 Tsd. €  
11;Maximilian Mittelstädt;11,00 Mio. €  
12;Marvin Plattenhardt;10,00 Mio. €  
13;Lukas Klünter;3,00 Mio. €  
14;Peter Pekarik;800 Tsd. €  
15;Arne Maier;24,00 Mio. €  
16;Panzu Ernesto;100 Tsd. €  
17;Marko Grujic;20,00 Mio. €  
18;Vladimir Darida;4,00 Mio. €  
19;Per Ciljan Skjelbred;1,75 Mio. €  
20;Sidney Friede;700 Tsd. €  
21;Valentino Lazaro;17,00 Mio. €  
22;Ondrej Duda;17,00 Mio. €  
23;Julius Kade;400 Tsd. €  
24;Javairô Dilrosun;12,00 Mio. €  
25;Salomon Kalou;3,00 Mio. €  
26;Dennis Jastrzembski;800 Tsd. €  
27;Maurice Covic;200 Tsd. €  
28;Mathew Leckie;3,50 Mio. €  
29;Alexander Esswein;1,00 Mio. €  
30;Palko Dárdai;1,00 Mio. €  
31;Davie Selke;18,00 Mio. €  
32;Vedad Ibisevic;2,00 Mio. €  
33;Pascal Köpke;1,50 Mio. €  
34;Muhammed Kiprit;300 Tsd. €  
35;Maximilian Pronichev;175 Tsd. €  
0;Yann Sommer;12,00 Mio. €  
1;Tobias Sippel;750 Tsd. €  
2;Moritz Nicolas;150 Tsd. €  
3;Matthias Ginter;35,00 Mio. €  
4;Nico Elvedi;30,00 Mio. €  
5;Tony Jantschke;3,00 Mio. €  
6;Mamadou Doucouré;500 Tsd. €  
7;Florian Mayer;300 Tsd. €  
8;Andreas Poulsen;3,00 Mio. €  
9;Oscar Wendt;2,00 Mio. €  
10;Michael Lang;4,50 Mio. €  
11;Jordan Beyer;2,50 Mio. €  
12;Denis Zakaria;20,00 Mio. €  
13;Christoph Kramer;10,00 Mio. €  
14;Tobias Strobl;7,00 Mio. €  
15;Florian Neuhaus;22,00 Mio. €  
16;Michaël Cuisance;5,00 Mio. €  
17;Lászlo Bénes;1,50 Mio. €  
18;Torben Müsel;350 Tsd. €  
19;Thorgan Hazard;38,00 Mio. €  
20;Fabian Johnson;3,00 Mio. €  
21;Keanan Bennetts;2,00 Mio. €  
22;Jonas Hofmann;9,00 Mio. €  
23;Patrick Herrmann;4,50 Mio. €  
24;Ibrahima Traoré;2,00 Mio. €  
25;Lars Stindl;10,00 Mio. €  
26;Raffael;2,50 Mio. €  
27;Alassane Plea;30,00 Mio. €  
28;Josip Drmic;3,00 Mio. €  
29;Julio Villalba;750 Tsd. €  
0;Kevin Trapp;10,00 Mio. €  
1;Frederik Rönnow;1,50 Mio. €  
2;Felix Wiedwald;600 Tsd. €  
3;Jan Zimmermann;250 Tsd. €  
4;Tobias Stirl;200 Tsd. €  
5;Evan N'Dicka;25,00 Mio. €  
6;Martin Hinteregger;16,00 Mio. €  
7;Carlos Salcedo;10,00 Mio. €  
8;Simon Falette;4,00 Mio. €  
9;David Abraham;2,50 Mio. €  
10;Tuta;1,80 Mio. €  
11;Marco Russ;750 Tsd. €  
12;Andersson Ordóñez;700 Tsd. €  
13;Noel Knothe;100 Tsd. €  
14;Jetro Willems;5,00 Mio. €  
15;Taleb Tawatha;1,00 Mio. €  
16;Deji Beyreuther;100 Tsd. €  
17;Danny da Costa;15,00 Mio. €  
18;Almamy Touré;6,50 Mio. €  
19;Timothy Chandler;4,00 Mio. €  
20;Lucas Torró;6,00 Mio. €  
21;Gelson Fernandes;1,50 Mio. €  
22;Allan;1,00 Mio. €  
23;Makoto Hasebe;1,00 Mio. €  
24;Sebastian Rode;3,00 Mio. €  
25;Jonathan de Guzmán;2,50 Mio. €  
26;Marc Stendera;1,50 Mio. €  
27;Max Besuschkow;400 Tsd. €  
28;Marijan Cavar;400 Tsd. €  
29;Nils Stendera;200 Tsd. €  
30;Sahverdi Cetin;200 Tsd. €  
31;Nelson Mandela Mbouhom;200 Tsd. €  
32;Mischa Häuser;150 Tsd. €  
33;Filip Kostic;22,00 Mio. €  
34;Mijat Gacinovic;11,00 Mio. €  
35;Daichi Kamada;4,50 Mio. €  
36;Marco Fabián;2,00 Mio. €  
37;Chico Geraldes;2,00 Mio. €  
38;Patrick Finger;150 Tsd. €  
39;Ante Rebic;40,00 Mio. €  
40;Danny Blum;500 Tsd. €  
41;Nicolai Müller;1,50 Mio. €  
42;Patrice Kabuya;200 Tsd. €  
43;Luka Jovic;60,00 Mio. €  
44;Sébastien Haller;40,00 Mio. €  
45;Gonçalo Paciência;6,00 Mio. €  
46;Branimir Hrgota;600 Tsd. €  
0;Koen Casteels;13,00 Mio. €  
1;Pavao Pervan;800 Tsd. €  
2;Phillip Menzel;150 Tsd. €  
3;John Anthony Brooks;15,00 Mio. €  
4;Robin Knoche;8,00 Mio. €  
5;Marcel Tisserand;4,50 Mio. €  
6;Felix Uduokhai;3,50 Mio. €  
7;Jeffrey Bruma;2,50 Mio. €  
8;Riechedly Bazoer;2,50 Mio. €  
9;Robin Ziegele;150 Tsd. €  
10;Jérôme Roussillon;20,00 Mio. €  
11;Luca Itter;2,00 Mio. €  
12;Dominik Franke;175 Tsd. €  
13;William;7,00 Mio. €  
14;Paul Verhaegh;750 Tsd. €  
15;Sebastian Jung;500 Tsd. €  
16;Ignacio Camacho;13,00 Mio. €  
17;Josuha Guilavogui;12,00 Mio. €  
18;Maximilian Arnold;15,00 Mio. €  
19;Yannick Gerhardt;10,00 Mio. €  
20;Elvis Rexhbecaj;8,00 Mio. €  
21;Paul Seguin;1,00 Mio. €  
22;Yunus Malli;5,00 Mio. €  
23;Marvin Stefaniak;500 Tsd. €  
24;Josip Brekalo;10,00 Mio. €  
25;Paul-Georges Ntep;1,50 Mio. €  
26;John Yeboah;800 Tsd. €  
27;Renato Steffen;5,00 Mio. €  
28;Felix Klaus;3,00 Mio. €  
29;Jakub Blaszczykowski;1,00 Mio. €  
30;Ismail Azzaoui;850 Tsd. €  
31;Admir Mehmedi;10,00 Mio. €  
32;Wout Weghorst;20,00 Mio. €  
33;Victor Osimhen;13,00 Mio. €  
34;Daniel Ginczek;12,00 Mio. €  
35;Landry Dimata;7,00 Mio. €  
0;Alexander Nübel;12,00 Mio. €  
1;Ralf Fährmann;5,00 Mio. €  
2;Michael Langer;100 Tsd. €  
3;Yannic Lenze; 
4;Matija Nastasic;18,00 Mio. €  
5;Salif Sané;12,00 Mio. €  
6;Benjamin Stambouli;10,00 Mio. €  
7;Jeffrey Bruma;2,50 Mio. €  
8;Pablo Insua;1,50 Mio. €  
9;Naldo;500 Tsd. €  
10;George Timotheou;200 Tsd. €  
11;Niklas Wiemann; 
12;Abdul Rahman Baba;5,00 Mio. €  
13;Hamza Mendyl;4,00 Mio. €  
14;Bastian Oczipka;4,00 Mio. €  
15;Jonas Carls;200 Tsd. €  
16;Sascha Riether;300 Tsd. €  
17;Sebastian Rudy;9,00 Mio. €  
18;Omar Mascarell;8,00 Mio. €  
19;Weston McKennie;20,00 Mio. €  
20;Suat Serdar;13,00 Mio. €  
21;Nabil Bentaleb;13,00 Mio. €  
22;Nassim Boujellab;1,50 Mio. €  
23;Philip Fontein; 
24;Daniel Caligiuri;6,50 Mio. €  
25;Alessandro Schöpf;5,00 Mio. €  
26;Amine Harit;10,00 Mio. €  
27;Yevgen Konoplyanka;6,50 Mio. €  
28;Rabbi Matondo;9,00 Mio. €  
29;Steven Skrzybski;3,50 Mio. €  
30;Benjamin Goller;400 Tsd. €  
31;Mark Uth;12,00 Mio. €  
32;Breel Embolo;14,00 Mio. €  
33;Guido Burgstaller;5,50 Mio. €  
34;Ahmed Kutucu;4,50 Mio. €  
35;Franco Di Santo;2,00 Mio. €  
36;Cedric Teuchert;1,50 Mio. €  
37;Fabian Reese;600 Tsd. €  
38;Haji Wright;500 Tsd. €  
0;Jiri Pavlenka;12,00 Mio. €  
1;Stefanos Kapino;1,00 Mio. €  
2;Luca Plogmann;500 Tsd. €  
3;Michael Zetterer;350 Tsd. €  
4;Milos Veljkovic;8,00 Mio. €  
5;Marco Friedl;2,50 Mio. €  
6;Sebastian Langkamp;2,00 Mio. €  
7;Niklas Moisander;2,00 Mio. €  
8;Ludwig Augustinsson;12,00 Mio. €  
9;Robert Bauer;2,00 Mio. €  
10;Jan-Niklas Beste;500 Tsd. €  
11;Theodor Gebre Selassie;2,50 Mio. €  
12;Felix Beijmo;1,25 Mio. €  
13;Nuri Sahin;2,50 Mio. €  
14;Philipp Bargfrede;2,50 Mio. €  
15;Ole Käuper;350 Tsd. €  
16;Thore Jacobsen;300 Tsd. €  
17;Thanos Petsos;250 Tsd. €  
18;Maximilian Eggestein;30,00 Mio. €  
19;Davy Klaassen;22,00 Mio. €  
20;Kevin Möhwald;4,00 Mio. €  
21;Jean Manuel Mbom;200 Tsd. €  
22;Niklas Schmidt;600 Tsd. €  
23;Milot Rashica;20,00 Mio. €  
24;Florian Kainz;3,00 Mio. €  
25;Martin Harnik;2,00 Mio. €  
26;Max Kruse;12,00 Mio. €  
27;Yuya Osako;5,00 Mio. €  
28;Fin Bartels;1,50 Mio. €  
29;Johannes Eggestein;10,00 Mio. €  
30;Josh Sargent;4,00 Mio. €  
31;Aron Jóhannsson;750 Tsd. €  
32;Claudio Pizarro;500 Tsd. €  
0;Florian Müller;10,00 Mio. €  
1;Robin Zentner;1,00 Mio. €  
2;René Adler;500 Tsd. €  
3;Jannik Huth;300 Tsd. €  
4;Finn Dahmen;150 Tsd. €  
5;Moussa Niakhaté;14,00 Mio. €  
6;Stefan Bell;3,50 Mio. €  
7;Alexander Hack;2,50 Mio. €  
8;Ahmet Gürleyen;400 Tsd. €  
9;Niko Bungert;200 Tsd. €  
10;Marin Sverko;125 Tsd. €  
11;Aarón Martín;20,00 Mio. €  
12;Gaëtan Bussmann;400 Tsd. €  
13;Ridle Baku;3,50 Mio. €  
14;Daniel Brosinski;2,50 Mio. €  
15;Giulio Donati;1,50 Mio. €  
16;Phillipp Mwene;1,50 Mio. €  
17;Jean-Philippe Gbamin;28,00 Mio. €  
18;Pierre Kunde Malong;10,00 Mio. €  
19;Danny Latza;4,00 Mio. €  
20;José Rodríguez;1,25 Mio. €  
21;Leandro Barreiro;500 Tsd. €  
22;Levin Öztunali;3,50 Mio. €  
23;Jean-Paul Boëtius;6,00 Mio. €  
24;Alexandru Maxim;2,00 Mio. €  
25;Pablo de Blasis;2,00 Mio. €  
26;Gerrit Holtmann;1,50 Mio. €  
27;Robin Quaison;8,00 Mio. €  
28;Jean-Philippe Mateta;22,00 Mio. €  
29;Karim Onisiwo;3,50 Mio. €  
30;Jonathan Burkardt;1,75 Mio. €  
31;Anthony Ujah;1,50 Mio. €  
32;Abass Issah;1,25 Mio. €  
33;Emil Berggreen;500 Tsd. €  
34;Aaron Seydel;400 Tsd. €  
0;Gregor Kobel;6,00 Mio. €  
1;Andreas Luthe;700 Tsd. €  
2;Fabian Giefer;300 Tsd. €  
3;Benjamin Leneis;300 Tsd. €  
4;Martin Hinteregger;16,00 Mio. €  
5;Jeffrey Gouweleeuw;12,00 Mio. €  
6;Kevin Danso;8,00 Mio. €  
7;Felix Götze;1,00 Mio. €  
8;Jozo Stanic;200 Tsd. €  
9;Christoph Janker;100 Tsd. €  
10;Jan-Ingwer Callsen-Bracker;100 Tsd. €  
11;Philipp Max;17,00 Mio. €  
12;Konstantinos Stafylidis;3,00 Mio. €  
13;Kilian Jakob;200 Tsd. €  
14;Jonathan Schmid;5,00 Mio. €  
15;Raphael Framberger;1,00 Mio. €  
16;Georg Teigl;700 Tsd. €  
17;Simon Asta;250 Tsd. €  
18;Rani Khedira;10,00 Mio. €  
19;Reece Oxford;4,00 Mio. €  
20;Daniel Baier;800 Tsd. €  
21;Tim Rieder;300 Tsd. €  
22;Felix Schwarzholz;100 Tsd. €  
23;Stefano Russo; 
24;Ja-cheol Koo;3,50 Mio. €  
25;Jan Morávek;750 Tsd. €  
26;Fredrik Jensen;2,50 Mio. €  
27;Romario Rösch;200 Tsd. €  
28;Takashi Usami;1,50 Mio. €  
29;Marco Richter;7,00 Mio. €  
30;André Hahn;3,50 Mio. €  
31;Michael Gregoritsch;12,00 Mio. €  
32;Maurice Malone; 
33;Alfred Finnbogason;15,00 Mio. €  
34;Sergio Córdova;2,00 Mio. €  
35;Dong-won Ji;1,75 Mio. €  
36;Caiuby;1,50 Mio. €  
37;Julian Schieber;750 Tsd. €  
38;Julian Günther-Schmidt;250 Tsd. €  
39;Seong-hoon Cheon; 
0;Alexander Schwolow;9,00 Mio. €  
1;Mark Flekken;600 Tsd. €  
2;Constantin Frommann;200 Tsd. €  
3;Robin Koch;10,00 Mio. €  
4;Dominique Heintz;7,50 Mio. €  
5;Philipp Lienhart;4,00 Mio. €  
6;Manuel Gulde;4,00 Mio. €  
7;Keven Schlotterbeck;1,00 Mio. €  
8;Nico Schlotterbeck;300 Tsd. €  
9;Christian Günter;9,00 Mio. €  
10;Jonas Föhrenbach;750 Tsd. €  
11;Chima Okoroji;200 Tsd. €  
12;Pascal Stenzel;4,00 Mio. €  
13;Lukas Kübler;2,50 Mio. €  
14;Nicolas Höfler;4,00 Mio. €  
15;Amir Abrashi;2,50 Mio. €  
16;Patrick Kammerbauer;400 Tsd. €  
17;Janik Haberer;10,00 Mio. €  
18;Vincent Sierro;3,00 Mio. €  
19;Jérôme Gondorf;1,50 Mio. €  
20;Mike Frantz;1,00 Mio. €  
21;Vincenzo Grifo;9,00 Mio. €  
22;Marco Terrazzino;1,50 Mio. €  
23;Florian Kath;500 Tsd. €  
24;Roland Sallai;4,50 Mio. €  
25;Yoric Ravet;1,25 Mio. €  
26;Fabian Schleusener;850 Tsd. €  
27;Brandon Borrello;800 Tsd. €  
28;Luca Waldschmidt;12,00 Mio. €  
29;Nils Petersen;8,00 Mio. €  
30;Florian Niederlechner;3,50 Mio. €  
31;Lucas Höler;3,00 Mio. €  
32;Tim Kleindienst;1,50 Mio. €  
33;Christoph Daferner;250 Tsd. €  
0;Michael Rensing;500 Tsd. €  
1;Raphael Wolf;500 Tsd. €  
2;Jannick Theißen;100 Tsd. €  
3;Jaroslav Drobny;100 Tsd. €  
4;Tim Wiesner;100 Tsd. €  
5;Kaan Ayhan;9,00 Mio. €  
6;Marcin Kaminski;3,50 Mio. €  
7;Andre Hoffmann;2,50 Mio. €  
8;Robin Bormuth;1,75 Mio. €  
9;Niko Gießelmann;4,00 Mio. €  
10;Markus Suttner;1,50 Mio. €  
11;Diego Contento;1,00 Mio. €  
12;Georgios Siadas;200 Tsd. €  
13;Matthias Zimmermann;5,00 Mio. €  
14;Jean Zimmer;2,75 Mio. €  
15;Marcel Sobottka;3,50 Mio. €  
16;Adam Bodzek;400 Tsd. €  
17;Johannes Bühler;150 Tsd. €  
18;Alfredo Morales;2,50 Mio. €  
19;Oliver Fink;250 Tsd. €  
20;Kianz Froese;150 Tsd. €  
21;Kevin Stöger;5,00 Mio. €  
22;Aymen Barkok;2,00 Mio. €  
23;Benito Raman;12,00 Mio. €  
24;Takashi Usami;1,50 Mio. €  
25;Davor Lovren;600 Tsd. €  
26;Dodi Lukebakio;18,00 Mio. €  
27;Dawid Kownacki;9,00 Mio. €  
28;Kenan Karaman;2,50 Mio. €  
29;Marvin Ducksch;1,50 Mio. €  
30;Rouwen Hennings;1,50 Mio. €  
31;Emmanuel Iyoha;900 Tsd. €  
32;Havard Nielsen;750 Tsd. €  
33;Emir Kujovic;250 Tsd. €  
0;Alphonse Areola;17,50 Mio. €  
1;Kevin Trapp;10,00 Mio. €  
2;Rémy Descamps;1,20 Mio. €  
3;Gianluigi Buffon;1,00 Mio. €  
4;Sébastien Cibois;250 Tsd. €  
5;Marquinhos;65,00 Mio. €  
